title,author,summary,published
"A Random Matrix Theory Perspective on the Spectrum of Learned Features
  and Asymptotic Generalization Capabilities","Yatin Dandi, Luca Pesce, Hugo Cui, Florent Krzakala, Yue M. Lu, Bruno Loureiro","  A key property of neural networks is their capacity of adapting to data
during training. Yet, our current mathematical understanding of feature
learning and its relationship to generalization remain limited. In this work,
we provide a random matrix analysis of how fully-connected two-layer neural
networks adapt to the target function after a single, but aggressive, gradient
descent step. We rigorously establish the equivalence between the updated
features and an isotropic spiked random feature model, in the limit of large
batch size. For the latter model, we derive a deterministic equivalent
description of the feature empirical covariance matrix in terms of certain
low-dimensional operators. This allows us to sharply characterize the impact of
training in the asymptotic feature spectrum, and in particular, provides a
theoretical grounding for how the tails of the feature spectrum modify with
training. The deterministic equivalent further yields the exact asymptotic
generalization error, shedding light on the mechanisms behind its improvement
in the presence of feature learning. Our result goes beyond standard random
matrix ensembles, and therefore we believe it is of independent technical
interest. Different from previous work, our result holds in the challenging
maximal learning rate regime, is fully rigorous and allows for finitely
supported second layer initialization, which turns out to be crucial for
studying the functional expressivity of the learned features. This provides a
sharp description of the impact of feature learning in the generalization of
two-layer neural networks, beyond the random features and lazy training
regimes.
",2024-10-24T17:24:34Z
Matching Composition and Efficient Weight Reduction in Dynamic Matching,"Aaron Bernstein, Jiale Chen, Aditi Dudeja, Zachary Langley, Aaron Sidford, Ta-Wei Tu","  We consider the foundational problem of maintaining a
$(1-\varepsilon)$-approximate maximum weight matching (MWM) in an $n$-node
dynamic graph undergoing edge insertions and deletions. We provide a general
reduction that reduces the problem on graphs with a weight range of
$\mathrm{poly}(n)$ to $\mathrm{poly}(1/\varepsilon)$ at the cost of just an
additive $\mathrm{poly}(1/\varepsilon)$ in update time. This improves upon the
prior reduction of Gupta-Peng (FOCS 2013) which reduces the problem to a weight
range of $\varepsilon^{-O(1/\varepsilon)}$ with a multiplicative cost of
$O(\log n)$.
  When combined with a reduction of Bernstein-Dudeja-Langley (STOC 2021) this
yields a reduction from dynamic $(1-\varepsilon)$-approximate MWM in bipartite
graphs with a weight range of $\mathrm{poly}(n)$ to dynamic
$(1-\varepsilon)$-approximate maximum cardinality matching in bipartite graphs
at the cost of a multiplicative $\mathrm{poly}(1/\varepsilon)$ in update time,
thereby resolving an open problem in [GP'13; BDL'21]. Additionally, we show
that our approach is amenable to MWM problems in streaming, shared-memory
work-depth, and massively parallel computation models. We also apply our
techniques to obtain an efficient dynamic algorithm for rounding weighted
fractional matchings in general graphs. Underlying our framework is a new
structural result about MWM that we call the ""matching composition lemma"" and
new dynamic matching subroutines that may be of independent interest.
",2024-10-24T17:22:24Z
"Schema-Guided Culture-Aware Complex Event Simulation with Multi-Agent
  Role-Play","Sha Li, Revanth Gangi Reddy, Khanh Duy Nguyen, Qingyun Wang, May Fung, Chi Han, Jiawei Han, Kartik Natarajan, Clare R. Voss, Heng Ji","  Complex news events, such as natural disasters and socio-political conflicts,
require swift responses from the government and society. Relying on historical
events to project the future is insufficient as such events are sparse and do
not cover all possible conditions and nuanced situations. Simulation of these
complex events can help better prepare and reduce the negative impact. We
develop a controllable complex news event simulator guided by both the event
schema representing domain knowledge about the scenario and user-provided
assumptions representing case-specific conditions. As event dynamics depend on
the fine-grained social and cultural context, we further introduce a
geo-diverse commonsense and cultural norm-aware knowledge enhancement
component. To enhance the coherence of the simulation, apart from the global
timeline of events, we take an agent-based approach to simulate the individual
character states, plans, and actions. By incorporating the schema and cultural
norms, our generated simulations achieve much higher coherence and
appropriateness and are received favorably by participants from a humanitarian
assistance organization.
",2024-10-24T17:21:43Z
"ANAVI: Audio Noise Awareness using Visuals of Indoor environments for
  NAVIgation","Vidhi Jain, Rishi Veerapaneni, Yonatan Bisk","  We propose Audio Noise Awareness using Visuals of Indoors for NAVIgation for
quieter robot path planning. While humans are naturally aware of the noise they
make and its impact on those around them, robots currently lack this awareness.
A key challenge in achieving audio awareness for robots is estimating how loud
will the robot's actions be at a listener's location? Since sound depends upon
the geometry and material composition of rooms, we train the robot to passively
perceive loudness using visual observations of indoor environments. To this
end, we generate data on how loud an 'impulse' sounds at different listener
locations in simulated homes, and train our Acoustic Noise Predictor (ANP).
Next, we collect acoustic profiles corresponding to different actions for
navigation. Unifying ANP with action acoustics, we demonstrate experiments with
wheeled (Hello Robot Stretch) and legged (Unitree Go2) robots so that these
robots adhere to the noise constraints of the environment. See code and data at
https://anavi-corl24.github.io/
",2024-10-24T17:19:53Z
Sort-free Gaussian Splatting via Weighted Sum Rendering,"Qiqi Hou, Randall Rauwendaal, Zifeng Li, Hoang Le, Farzad Farhadzadeh, Fatih Porikli, Alexei Bourd, Amir Said","  Recently, 3D Gaussian Splatting (3DGS) has emerged as a significant
advancement in 3D scene reconstruction, attracting considerable attention due
to its ability to recover high-fidelity details while maintaining low
complexity. Despite the promising results achieved by 3DGS, its rendering
performance is constrained by its dependence on costly non-commutative
alpha-blending operations. These operations mandate complex view dependent
sorting operations that introduce computational overhead, especially on the
resource-constrained platforms such as mobile phones. In this paper, we propose
Weighted Sum Rendering, which approximates alpha blending with weighted sums,
thereby removing the need for sorting. This simplifies implementation, delivers
superior performance, and eliminates the ""popping"" artifacts caused by sorting.
Experimental results show that optimizing a generalized Gaussian splatting
formulation to the new differentiable rendering yields competitive image
quality. The method was implemented and tested in a mobile device GPU,
achieving on average $1.23\times$ faster rendering.
",2024-10-24T17:18:01Z
AutoStep: Locally adaptive involutive MCMC,"Tiange Liu, Nikola Surjanovic, Miguel Biron-Lattes, Alexandre Bouchard-Côté, Trevor Campbell","  Many common Markov chain Monte Carlo (MCMC) kernels can be formulated using a
deterministic involutive proposal with a step size parameter. Selecting an
appropriate step size is often a challenging task in practice; and for complex
multiscale targets, there may not be one choice of step size that works well
globally. In this work, we address this problem with a novel class of
involutive MCMC methods -- AutoStep MCMC -- that selects an appropriate step
size at each iteration adapted to the local geometry of the target
distribution. We prove that AutoStep MCMC is $\pi$-invariant and has other
desirable properties under mild assumptions on the target distribution $\pi$
and involutive proposal. Empirical results examine the effect of various step
size selection design choices, and show that AutoStep MCMC is competitive with
state-of-the-art methods in terms of effective sample size per unit cost on a
range of challenging target distributions.
",2024-10-24T17:17:11Z
Learning $k$-body Hamiltonians via compressed sensing,"Muzhou Ma, Steven T. Flammia, John Preskill, Yu Tong","  We study the problem of learning a $k$-body Hamiltonian with $M$ unknown
Pauli terms that are not necessarily geometrically local. We propose a protocol
that learns the Hamiltonian to precision $\epsilon$ with total evolution time
${\mathcal{O}}(M^{1/2+1/p}/\epsilon)$ up to logarithmic factors, where the
error is quantified by the $\ell^p$-distance between Pauli coefficients. Our
learning protocol uses only single-qubit control operations and a GHZ state
initial state, is non-adaptive, is robust against SPAM errors, and performs
well even if $M$ and $k$ are not precisely known in advance or if the
Hamiltonian is not exactly $M$-sparse. Methods from the classical theory of
compressed sensing are used for efficiently identifying the $M$ terms in the
Hamiltonian from among all possible $k$-body Pauli operators. We also provide a
lower bound on the total evolution time needed in this learning task, and we
discuss the operational interpretations of the $\ell^1$ and $\ell^2$ error
metrics. In contrast to previous works, our learning protocol requires neither
geometric locality nor any other relaxed locality conditions.
",2024-10-24T17:16:19Z
"SafeBench: A Safety Evaluation Framework for Multimodal Large Language
  Models","Zonghao Ying, Aishan Liu, Siyuan Liang, Lei Huang, Jinyang Guo, Wenbo Zhou, Xianglong Liu, Dacheng Tao","  Multimodal Large Language Models (MLLMs) are showing strong safety concerns
(e.g., generating harmful outputs for users), which motivates the development
of safety evaluation benchmarks. However, we observe that existing safety
benchmarks for MLLMs show limitations in query quality and evaluation
reliability limiting the detection of model safety implications as MLLMs
continue to evolve. In this paper, we propose \toolns, a comprehensive
framework designed for conducting safety evaluations of MLLMs. Our framework
consists of a comprehensive harmful query dataset and an automated evaluation
protocol that aims to address the above limitations, respectively. We first
design an automatic safety dataset generation pipeline, where we employ a set
of LLM judges to recognize and categorize the risk scenarios that are most
harmful and diverse for MLLMs; based on the taxonomy, we further ask these
judges to generate high-quality harmful queries accordingly resulting in 23
risk scenarios with 2,300 multi-modal harmful query pairs. During safety
evaluation, we draw inspiration from the jury system in judicial proceedings
and pioneer the jury deliberation evaluation protocol that adopts collaborative
LLMs to evaluate whether target models exhibit specific harmful behaviors,
providing a reliable and unbiased assessment of content security risks. In
addition, our benchmark can also be extended to the audio modality showing high
scalability and potential. Based on our framework, we conducted large-scale
experiments on 15 widely-used open-source MLLMs and 6 commercial MLLMs (e.g.,
GPT-4o, Gemini), where we revealed widespread safety issues in existing MLLMs
and instantiated several insights on MLLM safety performance such as image
quality and parameter size.
",2024-10-24T17:14:40Z
"LoRANN: Low-Rank Matrix Factorization for Approximate Nearest Neighbor
  Search","Elias Jääsaari, Ville Hyvönen, Teemu Roos","  Approximate nearest neighbor (ANN) search is a key component in many modern
machine learning pipelines; recent use cases include retrieval-augmented
generation (RAG) and vector databases. Clustering-based ANN algorithms, that
use score computation methods based on product quantization (PQ), are often
used in industrial-scale applications due to their scalability and suitability
for distributed and disk-based implementations. However, they have slower query
times than the leading graph-based ANN algorithms. In this work, we propose a
new supervised score computation method based on the observation that inner
product approximation is a multivariate (multi-output) regression problem that
can be solved efficiently by reduced-rank regression. Our experiments show that
on modern high-dimensional data sets, the proposed reduced-rank regression
(RRR) method is superior to PQ in both query latency and memory usage. We also
introduce LoRANN, a clustering-based ANN library that leverages the proposed
score computation method. LoRANN is competitive with the leading graph-based
algorithms and outperforms the state-of-the-art GPU ANN methods on
high-dimensional data sets.
",2024-10-24T17:13:39Z
"Swarm manipulation: An efficient and accurate technique for multi-object
  manipulation in virtual reality","Xiang Li, Jin-Du Wang, John J. Dudley, Per Ola Kristensson","  The theory of swarm control shows promise for controlling multiple objects,
however, scalability is hindered by cost constraints, such as hardware and
infrastructure. Virtual Reality (VR) can overcome these limitations, but
research on swarm interaction in VR is limited. This paper introduces a novel
Swarm Manipulation interaction technique and compares it with two baseline
techniques: Virtual Hand and Controller (ray-casting). We evaluated these
techniques in a user study ($N$ = 12) in three tasks (selection, rotation, and
resizing) across five conditions. Our results indicate that Swarm Manipulation
yielded superior performance, with significantly faster speeds in most
conditions across the three tasks. It notably reduced resizing size deviations
but introduced a trade-off between speed and accuracy in the rotation task.
Additionally, we conducted a follow-up user study ($N$ = 6) using Swarm
Manipulation in two complex VR scenarios and obtained insights through
semi-structured interviews, shedding light on optimized swarm control
mechanisms and perceptual changes induced by this interaction paradigm. These
results demonstrate the potential of the Swarm Manipulation technique to
enhance the usability and user experience in VR compared to conventional
manipulation techniques. In future studies, we aim to understand and improve
swarm interaction via internal swarm particle cooperation.
",2024-10-24T17:12:51Z
SegLLM: Multi-round Reasoning Segmentation,"XuDong Wang, Shaolun Zhang, Shufan Li, Konstantinos Kallidromitis, Kehan Li, Yusuke Kato, Kazuki Kozuka, Trevor Darrell","  We present SegLLM, a novel multi-round interactive reasoning segmentation
model that enhances LLM-based segmentation by exploiting conversational memory
of both visual and textual outputs. By leveraging a mask-aware multimodal LLM,
SegLLM re-integrates previous segmentation results into its input stream,
enabling it to reason about complex user intentions and segment objects in
relation to previously identified entities, including positional,
interactional, and hierarchical relationships, across multiple interactions.
This capability allows SegLLM to respond to visual and text queries in a
chat-like manner. Evaluated on the newly curated MRSeg benchmark, SegLLM
outperforms existing methods in multi-round interactive reasoning segmentation
by over 20%. Additionally, we observed that training on multi-round reasoning
segmentation data enhances performance on standard single-round referring
segmentation and localization tasks, resulting in a 5.5% increase in cIoU for
referring expression segmentation and a 4.5% improvement in Acc@0.5 for
referring expression localization.
",2024-10-24T17:11:52Z
"How to Design a Quantum Streaming Algorithm Without Knowing Anything
  About Quantum Computing","John Kallaugher, Ojas Parekh, Nadezhda Voronova","  A series of work [GKK+08, Kal22, KPV24] has shown that asymptotic advantages
in space complexity are possible for quantum algorithms over their classical
counterparts in the streaming model. We give a simple quantum sketch that
encompasses all these results, allowing them to be derived from entirely
classical algorithms using our quantum sketch as a black box. The quantum
sketch and its proof of correctness are designed to be accessible to a reader
with no background in quantum computation, relying on only a small number of
self-contained quantum postulates.
",2024-10-24T17:11:37Z
"From Blind Solvers to Logical Thinkers: Benchmarking LLMs' Logical
  Integrity on Faulty Mathematical Problems","A M Muntasir Rahman, Junyi Ye, Wei Yao, Wenpeng Yin, Guiling Wang","  Consider the math problem: ""Lily received 3 cookies from her best friend
yesterday and ate 5 for breakfast. Today, her friend gave her 3 more cookies.
How many cookies does Lily have now?"" Many large language models (LLMs) in
previous research approach this problem by calculating the answer ""1"" using the
equation ""3 - 5 + 3."" However, from a human perspective, we recognize the
inherent flaw in this problem: Lily cannot eat 5 cookies if she initially only
had 3. This discrepancy prompts a key question: Are current LLMs merely Blind
Solver that apply mathematical operations without deeper reasoning, or can they
function as Logical Thinker capable of identifying logical inconsistencies?
  To explore this question, we propose a benchmark dataset, FaultyMath, which
includes faulty math problems of rich diversity: i) multiple mathematical
categories, e.g., algebra, geometry, number theory, etc., ii) varying levels of
difficulty, and iii) different origins of faultiness -- ranging from violations
of common sense and ambiguous statements to mathematical contradictions and
more. We evaluate a broad spectrum of LLMs, including open-source,
closed-source, and math-specialized models, using FaultyMath across three
dimensions: (i) How accurately can the models detect faulty math problems
without being explicitly prompted to do so? (ii) When provided with hints --
either correct or misleading -- about the validity of the problems, to what
extent do LLMs adapt to become reliable Logical Thinker? (iii) How trustworthy
are the explanations generated by LLMs when they recognize a math problem as
flawed? Through extensive experimentation and detailed analysis, our results
demonstrate that existing LLMs largely function as Blind Solver and fall short
of the reasoning capabilities required to perform as Logical Thinker.
",2024-10-24T17:10:39Z
Optimizing Edge Offloading Decisions for Object Detection,"Jiaming Qiu, Ruiqi Wang, Brooks Hu, Roch Guerin, Chenyang Lu","  Recent advances in machine learning and hardware have produced embedded
devices capable of performing real-time object detection with commendable
accuracy. We consider a scenario in which embedded devices rely on an onboard
object detector, but have the option to offload detection to a more powerful
edge server when local accuracy is deemed too low. Resource constraints,
however, limit the number of images that can be offloaded to the edge. Our goal
is to identify which images to offload to maximize overall detection accuracy
under those constraints. To that end, the paper introduces a reward metric
designed to quantify potential accuracy improvements from offloading individual
images, and proposes an efficient approach to make offloading decisions by
estimating this reward based only on local detection results. The approach is
computationally frugal enough to run on embedded devices, and empirical
findings indicate that it outperforms existing alternatives in improving
detection accuracy even when the fraction of offloaded images is small.
",2024-10-24T17:09:37Z
"MissNODAG: Differentiable Cyclic Causal Graph Learning from Incomplete
  Data","Muralikrishnna G. Sethuraman, Razieh Nabi, Faramarz Fekri","  Causal discovery in real-world systems, such as biological networks, is often
complicated by feedback loops and incomplete data. Standard algorithms, which
assume acyclic structures or fully observed data, struggle with these
challenges. To address this gap, we propose MissNODAG, a differentiable
framework for learning both the underlying cyclic causal graph and the
missingness mechanism from partially observed data, including data missing not
at random. Our framework integrates an additive noise model with an
expectation-maximization procedure, alternating between imputing missing values
and optimizing the observed data likelihood, to uncover both the cyclic
structures and the missingness mechanism. We demonstrate the effectiveness of
MissNODAG through synthetic experiments and an application to real-world gene
perturbation data.
",2024-10-24T17:09:10Z
"Using Parametric PINNs for Predicting Internal and External Turbulent
  Flows","Shinjan Ghosh, Amit Chakraborty, Georgia Olympia Brikis, Biswadip Dey","  Computational fluid dynamics (CFD) solvers employing two-equation eddy
viscosity models are the industry standard for simulating turbulent flows using
the Reynolds-averaged Navier-Stokes (RANS) formulation. While these methods are
computationally less expensive than direct numerical simulations, they can
still incur significant computational costs to achieve the desired accuracy. In
this context, physics-informed neural networks (PINNs) offer a promising
approach for developing parametric surrogate models that leverage both
existing, but limited CFD solutions and the governing differential equations to
predict simulation outcomes in a computationally efficient, differentiable, and
near real-time manner. In this work, we build upon the previously proposed
RANS-PINN framework, which only focused on predicting flow over a cylinder. To
investigate the efficacy of RANS-PINN as a viable approach to building
parametric surrogate models, we investigate its accuracy in predicting relevant
turbulent flow variables for both internal and external flows. To ensure
training convergence with a more complex loss function, we adopt a novel
sampling approach that exploits the domain geometry to ensure a proper balance
among the contributions from various regions within the solution domain. The
effectiveness of this framework is then demonstrated for two scenarios that
represent a broad class of internal and external flow problems.
",2024-10-24T17:08:20Z
Testing Support Size More Efficiently Than Learning Histograms,"Renato Ferreira Pinto Jr., Nathaniel Harms","  Consider two problems about an unknown probability distribution $p$:
  1. How many samples from $p$ are required to test if $p$ is supported on $n$
elements or not? Specifically, given samples from $p$, determine whether it is
supported on at most $n$ elements, or it is ""$\epsilon$-far"" (in total
variation distance) from being supported on $n$ elements.
  2. Given $m$ samples from $p$, what is the largest lower bound on its support
size that we can produce?
  The best known upper bound for problem (1) uses a general algorithm for
learning the histogram of the distribution $p$, which requires
$\Theta(\tfrac{n}{\epsilon^2 \log n})$ samples. We show that testing can be
done more efficiently than learning the histogram, using only
$O(\tfrac{n}{\epsilon \log n} \log(1/\epsilon))$ samples, nearly matching the
best known lower bound of $\Omega(\tfrac{n}{\epsilon \log n})$. This algorithm
also provides a better solution to problem (2), producing larger lower bounds
on support size than what follows from previous work. The proof relies on an
analysis of Chebyshev polynomial approximations outside the range where they
are designed to be good approximations, and the paper is intended as an
accessible self-contained exposition of the Chebyshev polynomial method.
",2024-10-24T17:05:34Z
Dynamic 3D Gaussian Tracking for Graph-Based Neural Dynamics Modeling,"Mingtong Zhang, Kaifeng Zhang, Yunzhu Li","  Videos of robots interacting with objects encode rich information about the
objects' dynamics. However, existing video prediction approaches typically do
not explicitly account for the 3D information from videos, such as robot
actions and objects' 3D states, limiting their use in real-world robotic
applications. In this work, we introduce a framework to learn object dynamics
directly from multi-view RGB videos by explicitly considering the robot's
action trajectories and their effects on scene dynamics. We utilize the 3D
Gaussian representation of 3D Gaussian Splatting (3DGS) to train a
particle-based dynamics model using Graph Neural Networks. This model operates
on sparse control particles downsampled from the densely tracked 3D Gaussian
reconstructions. By learning the neural dynamics model on offline robot
interaction data, our method can predict object motions under varying initial
configurations and unseen robot actions. The 3D transformations of Gaussians
can be interpolated from the motions of control particles, enabling the
rendering of predicted future object states and achieving action-conditioned
video prediction. The dynamics model can also be applied to model-based
planning frameworks for object manipulation tasks. We conduct experiments on
various kinds of deformable materials, including ropes, clothes, and stuffed
animals, demonstrating our framework's ability to model complex shapes and
dynamics. Our project page is available at https://gs-dynamics.github.io.
",2024-10-24T17:02:52Z
"SkillMimicGen: Automated Demonstration Generation for Efficient Skill
  Learning and Deployment","Caelan Garrett, Ajay Mandlekar, Bowen Wen, Dieter Fox","  Imitation learning from human demonstrations is an effective paradigm for
robot manipulation, but acquiring large datasets is costly and
resource-intensive, especially for long-horizon tasks. To address this issue,
we propose SkillMimicGen (SkillGen), an automated system for generating
demonstration datasets from a few human demos. SkillGen segments human demos
into manipulation skills, adapts these skills to new contexts, and stitches
them together through free-space transit and transfer motion. We also propose a
Hybrid Skill Policy (HSP) framework for learning skill initiation, control, and
termination components from SkillGen datasets, enabling skills to be sequenced
using motion planning at test-time. We demonstrate that SkillGen greatly
improves data generation and policy learning performance over a
state-of-the-art data generation framework, resulting in the capability to
produce data for large scene variations, including clutter, and agents that are
on average 24% more successful. We demonstrate the efficacy of SkillGen by
generating over 24K demonstrations across 18 task variants in simulation from
just 60 human demonstrations, and training proficient, often near-perfect, HSP
agents. Finally, we apply SkillGen to 3 real-world manipulation tasks and also
demonstrate zero-shot sim-to-real transfer on a long-horizon assembly task.
Videos, and more at https://skillgen.github.io.
",2024-10-24T16:59:26Z
PRISM: A Methodology for Auditing Biases in Large Language Models,"Leif Azzopardi, Yashar Moshfeghi","  Auditing Large Language Models (LLMs) to discover their biases and
preferences is an emerging challenge in creating Responsible Artificial
Intelligence (AI). While various methods have been proposed to elicit the
preferences of such models, countermeasures have been taken by LLM trainers,
such that LLMs hide, obfuscate or point blank refuse to disclosure their
positions on certain subjects. This paper presents PRISM, a flexible,
inquiry-based methodology for auditing LLMs - that seeks to illicit such
positions indirectly through task-based inquiry prompting rather than direct
inquiry of said preferences. To demonstrate the utility of the methodology, we
applied PRISM on the Political Compass Test, where we assessed the political
leanings of twenty-one LLMs from seven providers. We show LLMs, by default,
espouse positions that are economically left and socially liberal (consistent
with prior work). We also show the space of positions that these models are
willing to espouse - where some models are more constrained and less compliant
than others - while others are more neutral and objective. In sum, PRISM can
more reliably probe and audit LLMs to understand their preferences, biases and
constraints.
",2024-10-24T16:57:20Z
"Modulated Adaptive Fourier Neural Operators for Temporal Interpolation
  of Weather Forecasts","Jussi Leinonen, Boris Bonev, Thorsten Kurth, Yair Cohen","  Weather and climate data are often available at limited temporal resolution,
either due to storage limitations, or in the case of weather forecast models
based on deep learning, their inherently long time steps. The coarse temporal
resolution makes it difficult to capture rapidly evolving weather events. To
address this limitation, we introduce an interpolation model that reconstructs
the atmospheric state between two points in time for which the state is known.
The model makes use of a novel network layer that modifies the adaptive Fourier
neural operator (AFNO), which has been previously used in weather prediction
and other applications of machine learning to physics problems. The modulated
AFNO (ModAFNO) layer takes an embedding, here computed from the interpolation
target time, as an additional input and applies a learned shift-scale operation
inside the AFNO layers to adapt them to the target time. Thus, one model can be
used to produce all intermediate time steps. Trained to interpolate between two
time steps 6 h apart, the ModAFNO-based interpolation model produces 1 h
resolution intermediate time steps that are visually nearly indistinguishable
from the actual corresponding 1 h resolution data. The model reduces the RMSE
loss of reconstructing the intermediate steps by approximately 50% compared to
linear interpolation. We also demonstrate its ability to reproduce the
statistics of extreme weather events such as hurricanes and heat waves better
than 6 h resolution data. The ModAFNO layer is generic and is expected to be
applicable to other problems, including weather forecasting with tunable lead
time.
",2024-10-24T16:48:32Z
LLMs for Extremely Low-Resource Finno-Ugric Languages,"Taido Purason, Hele-Andra Kuulmets, Mark Fishel","  The advancement of large language models (LLMs) has predominantly focused on
high-resource languages, leaving low-resource languages, such as those in the
Finno-Ugric family, significantly underrepresented. This paper addresses this
gap by focusing on V\~oro, Livonian, and Komi. We cover almost the entire cycle
of LLM creation, from data collection to instruction tuning and evaluation. Our
contributions include developing multilingual base and instruction-tuned
models; creating evaluation benchmarks, including the smugri-MT-bench
multi-turn conversational benchmark; and conducting human evaluation. We intend
for this work to promote linguistic diversity, ensuring that lesser-resourced
languages can benefit from advancements in NLP.
",2024-10-24T16:48:12Z
"Comparative Analysis of Indicators for Multiobjective Diversity
  Optimization","Ksenia Pereverdieva, André Deutz, Tessa Ezendam, Thomas Bäck, Hèrm Hofmeyer, Michael T. M. Emmerich","  Indicator-based (multiobjective) diversity optimization aims at finding a set
of near (Pareto-)optimal solutions that maximizes a diversity indicator, where
diversity is typically interpreted as the number of essentially different
solutions. Whereas, in the first diversity-oriented evolutionary multiobjective
optimization algorithm, the NOAH algorithm by Ulrich and Thiele, the Solow
Polasky Diversity (also related to Magnitude) served as a metric, other
diversity indicators might be considered, such as the parameter-free Max-Min
Diversity, and the Riesz s-Energy, which features uniformly distributed
solution sets. In this paper, focusing on multiobjective diversity
optimization, we discuss different diversity indicators from the perspective of
indicator-based evolutionary algorithms (IBEA) with multiple objectives. We
examine theoretical, computational, and practical properties of these
indicators, such as monotonicity in species, twinning, monotonicity in
distance, strict monotonicity in distance, uniformity of maximizing point sets,
computational effort for a set of size~n, single-point contributions, subset
selection, and submodularity. We present new theorems -- including a proof of
the NP-hardness of the Riesz s-Energy Subset Selection Problem -- and
consolidate existing results from the literature. In the second part, we apply
these indicators in the NOAH algorithm and analyze search dynamics through an
example. We examine how optimizing with one indicator affects the performance
of others and propose NOAH adaptations specific to the Max-Min indicator.
",2024-10-24T16:40:36Z
"ArterialNet: Reconstructing Arterial Blood Pressure Waveform with
  Wearable Pulsatile Signals, a Cohort-Aware Approach","Sicong Huang, Roozbeh Jafari, Bobak J. Mortazavi","  Continuous arterial blood pressure (ABP) monitoring is invasive but essential
for hemodynamic monitoring. Recent techniques have reconstructed ABP
non-invasively using pulsatile signals but produced inaccurate systolic and
diastolic blood pressure (SBP and DBP) values and were sensitive to individual
variability. ArterialNet integrates generalized pulsatile-to-ABP signal
translation and personalized feature extraction using hybrid loss functions and
regularization. We validated ArterialNet using the MIMIC-III dataset and
achieved a root mean square error (RMSE) of 5.41 mmHg, with at least a 58%
lower standard deviation. ArterialNet reconstructed ABP with an RMSE of 7.99
mmHg in remote health scenarios. ArterialNet achieved superior performance in
ABP reconstruction and SBP and DBP estimations, with significantly reduced
subject variance, demonstrating its potential in remote health settings. We
also ablated ArterialNet architecture to investigate the contributions of each
component and evaluated its translational impact and robustness by conducting a
series of ablations on data quality and availability.
",2024-10-24T16:35:23Z
Meta-Learning with Heterogeneous Tasks,"Zhaofeng Si, Shu Hu, Kaiyi Ji, Siwei Lyu","  Meta-learning is a general approach to equip machine learning models with the
ability to handle few-shot scenarios when dealing with many tasks. Most
existing meta-learning methods work based on the assumption that all tasks are
of equal importance. However, real-world applications often present
heterogeneous tasks characterized by varying difficulty levels, noise in
training samples, or being distinctively different from most other tasks. In
this paper, we introduce a novel meta-learning method designed to effectively
manage such heterogeneous tasks by employing rank-based task-level learning
objectives, Heterogeneous Tasks Robust Meta-learning (HeTRoM). HeTRoM is
proficient in handling heterogeneous tasks, and it prevents easy tasks from
overwhelming the meta-learner. The approach allows for an efficient iterative
optimization algorithm based on bi-level optimization, which is then improved
by integrating statistical guidance. Our experimental results demonstrate that
our method provides flexibility, enabling users to adapt to diverse task
settings and enhancing the meta-learner's overall performance.
",2024-10-24T16:32:23Z
Creating and Repairing Robot Programs in Open-World Domains,"Claire Schlesinger, Arjun Guha, Joydeep Biswas","  Using Large Language Models (LLMs) to produce robot programs from natural
language has allowed for robot systems that can complete a higher diversity of
tasks. However, LLM-generated programs may be faulty, either due to ambiguity
in instructions, misinterpretation of the desired task, or missing information
about the world state. As these programs run, the state of the world changes
and they gather new information. When a failure occurs, it is important that
they recover from the current world state and avoid repeating steps that they
they previously completed successfully. We propose RoboRepair, a system which
traces the execution of a program up until error, and then runs an LLM-produced
recovery program that minimizes repeated actions.
  To evaluate the efficacy of our system, we create a benchmark consisting of
eleven tasks with various error conditions that require the generation of a
recovery program. We compare the efficiency of the recovery program to a plan
built with an oracle that has foreknowledge of future errors.
",2024-10-24T16:30:14Z
"Improving Small-Scale Large Language Models Function Calling for
  Reasoning Tasks","Graziano A. Manduzio, Federico A. Galatolo, Mario G. C. A. Cimino, Enzo Pasquale Scilingo, Lorenzo Cominelli","  Recent advancements in Large Language Models (LLMs) have demonstrated
exceptional capabilities in natural language understanding and generation.
While these models excel in general complex reasoning tasks, they still face
challenges in mathematical problem-solving and logical reasoning. To address
these limitations, researchers have explored function calling abilities,
allowing LLMs to execute provided functions and utilize their outputs for task
completion. However, concentrating on specific tasks can be very inefficient
for large-scale LLMs to be used, because of the expensive cost of training and
inference stages they need in terms of computational resources. This study
introduces a novel framework for training smaller language models in function
calling, focusing on specific logical and mathematical reasoning tasks. The
approach aims to improve performances of small-scale models for these tasks
using function calling, ensuring a high level of accuracy. Our framework
employs an agent that, given a problem and a set of callable functions, queries
the LLM by injecting a description and examples of the usable functions into
the prompt and managing their calls in a step-by-step reasoning chain. This
process is used to create a dataset of correct and incorrect reasoning chain
chat completions from a large-scale LLM. This dataset is used to train a
smaller LLM using Reinforcement Learning from Human Feedback (RLHF),
specifically employing the Direct Preference Optimization (DPO) technique.
Experimental results demonstrate how the proposed approach balances the
trade-off between model size and performance, improving the ability of function
calling for reasoning tasks, in smaller models.
",2024-10-24T16:27:35Z
